,OBJECTID,Codigo,Texto,Total,Anio,TipoEmpresa,cod,Shape__Area,Shape__Length,TipoHipoteca,M01,M02,M03,M04,M05,M06,M07,M08,M09,M10,M11,M12
2454,5.0,5.0,Ávila,211.0,1999,Sociedad_Anonima,,,,,,,,,,,,,,,,
2455,6.0,6.0,Badajoz,912.0,1999,Sociedad_Anonima,,,,,,,,,,,,,,,,
2456,7.0,7.0,"Balears, Illes",4088.0,1999,Sociedad_Anonima,,,,,,,,,,,,,,,,
2457,8.0,8.0,Barcelona,29109.0,1999,Sociedad_Anonima,,,,,,,,,,,,,,,,
2458,9.0,9.0,Burgos,917.0,1999,Sociedad_Anonima,,,,,,,,,,,,,,,,
2459,10.0,10.0,Cáceres,507.0,1999,Sociedad_Anonima,,,,,,,,,,,,,,,,
2460,11.0,11.0,Cádiz,1331.0,1999,Sociedad_Anonima,,,,,,,,,,,,,,,,
2461,12.0,12.0,Castellón/Castelló,1138.0,1999,Sociedad_Anonima,,,,,,,,,,,,,,,,
2462,13.0,13.0,Ciudad Real,626.0,1999,Sociedad_Anonima,,,,,,,,,,,,,,,,
2463,14.0,14.0,Córdoba,1043.0,1999,Sociedad_Anonima,,,,,,,,,,,,,,,,
2464,15.0,15.0,"Coruña, A",1767.0,1999,Sociedad_Anonima,,,,,,,,,,,,,,,,
2465,16.0,16.0,Cuenca,287.0,1999,Sociedad_Anonima,,,,,,,,,,,,,,,,
2466,17.0,17.0,Girona,2626.0,1999,Sociedad_Anonima,,,,,,,,,,,,,,,,
2467,18.0,18.0,Granada,1085.0,1999,Sociedad_Anonima,,,,,,,,,,,,,,,,
2468,19.0,19.0,Guadalajara,323.0,1999,Sociedad_Anonima,,,,,,,,,,,,,,,,
2469,20.0,20.0,Gipuzkoa,2971.0,1999,Sociedad_Anonima,,,,,,,,,,,,,,,,
2470,21.0,21.0,Huelva,609.0,1999,Sociedad_Anonima,,,,,,,,,,,,,,,,
2471,22.0,22.0,Huesca,547.0,1999,Sociedad_Anonima,,,,,,,,,,,,,,,,
2472,23.0,23.0,Jaén,538.0,1999,Sociedad_Anonima,,,,,,,,,,,,,,,,
2473,24.0,24.0,León,866.0,1999,Sociedad_Anonima,,,,,,,,,,,,,,,,
2474,25.0,25.0,Lleida,1135.0,1999,Sociedad_Anonima,,,,,,,,,,,,,,,,
2475,26.0,26.0,"Rioja, La",968.0,1999,Sociedad_Anonima,,,,,,,,,,,,,,,,
2476,27.0,27.0,Lugo,293.0,1999,Sociedad_Anonima,,,,,,,,,,,,,,,,
2477,28.0,28.0,Madrid,35976.0,1999,Sociedad_Anonima,,,,,,,,,,,,,,,,
2478,29.0,29.0,Málaga,2822.0,1999,Sociedad_Anonima,,,,,,,,,,,,,,,,
2479,30.0,30.0,Murcia,2086.0,1999,Sociedad_Anonima,,,,,,,,,,,,,,,,
2480,31.0,31.0,Navarra,2187.0,1999,Sociedad_Anonima,,,,,,,,,,,,,,,,
2481,32.0,32.0,Ourense,502.0,1999,Sociedad_Anonima,,,,,,,,,,,,,,,,
2482,33.0,33.0,Asturias,2157.0,1999,Sociedad_Anonima,,,,,,,,,,,,,,,,
2483,34.0,34.0,Palencia,321.0,1999,Sociedad_Anonima,,,,,,,,,,,,,,,,
2484,35.0,35.0,"Palmas, Las",1954.0,1999,Sociedad_Anonima,,,,,,,,,,,,,,,,
2485,36.0,36.0,Pontevedra,1492.0,1999,Sociedad_Anonima,,,,,,,,,,,,,,,,
2486,37.0,37.0,Salamanca,500.0,1999,Sociedad_Anonima,,,,,,,,,,,,,,,,
2487,38.0,38.0,Santa Cruz de Tenerife,1465.0,1999,Sociedad_Anonima,,,,,,,,,,,,,,,,
2488,39.0,39.0,Cantabria,1141.0,1999,Sociedad_Anonima,,,,,,,,,,,,,,,,
2489,40.0,40.0,Segovia,316.0,1999,Sociedad_Anonima,,,,,,,,,,,,,,,,
2490,41.0,41.0,Sevilla,2914.0,1999,Sociedad_Anonima,,,,,,,,,,,,,,,,
2491,42.0,42.0,Soria,221.0,1999,Sociedad_Anonima,,,,,,,,,,,,,,,,
2492,43.0,43.0,Tarragona,1899.0,1999,Sociedad_Anonima,,,,,,,,,,,,,,,,
2493,44.0,44.0,Teruel,213.0,1999,Sociedad_Anonima,,,,,,,,,,,,,,,,
2494,45.0,45.0,Toledo,988.0,1999,Sociedad_Anonima,,,,,,,,,,,,,,,,
2495,46.0,46.0,Valencia/Valéncia,4927.0,1999,Sociedad_Anonima,,,,,,,,,,,,,,,,
2496,47.0,47.0,Valladolid,1350.0,1999,Sociedad_Anonima,,,,,,,,,,,,,,,,
2497,48.0,48.0,Bizkaia,5156.0,1999,Sociedad_Anonima,,,,,,,,,,,,,,,,
2498,49.0,49.0,Zamora,191.0,1999,Sociedad_Anonima,,,,,,,,,,,,,,,,
2499,50.0,50.0,Zaragoza,2935.0,1999,Sociedad_Anonima,,,,,,,,,,,,,,,,
2500,1.0,1.0,Araba/Álava,6213.0,2017,Sociedades_responsabilidad-limitada,1.0,5558819816.938479,899065.384760544,Importe_hipotecas,48296.0,57233.0,53254.0,31073.0,63502.0,29401.0,32969.0,22977.0,44810.0,39951.0,37119.0,31979.0
2501,1.0,1.0,Araba/Álava,6213.0,2017,Sociedades_responsabilidad-limitada,1.0,5558819816.938479,899065.384760544,Numero_hipotecas,343.0,327.0,597.0,263.0,299.0,244.0,273.0,183.0,407.0,334.0,389.0,377.0
2502,2.0,2.0,Albacete,10034.0,2017,Sociedades_responsabilidad-limitada,2.0,24628869196.6688,982714.9831766171,Importe_hipotecas,18417.0,20632.0,28018.0,19598.0,52585.0,23393.0,44807.0,35571.0,44849.0,16399.0,38425.0,23339.0
2503,2.0,2.0,Albacete,10034.0,2017,Sociedades_responsabilidad-limitada,2.0,24628869196.6688,982714.9831766171,Numero_hipotecas,210.0,289.0,345.0,202.0,387.0,288.0,608.0,462.0,541.0,238.0,208.0,240.0
2504,3.0,3.0,Alicante,53628.0,2017,Sociedades_responsabilidad-limitada,3.0,9507175453.60967,698396.737290055,Importe_hipotecas,165330.0,149503.0,210355.0,222585.0,153248.0,157547.0,121150.0,128666.0,206276.0,125571.0,150514.0,115540.0
2505,3.0,3.0,Alicante,53628.0,2017,Sociedades_responsabilidad-limitada,3.0,9507175453.60967,698396.737290055,Numero_hipotecas,1620.0,1621.0,1871.0,1266.0,1899.0,1684.0,1360.0,1430.0,1711.0,1251.0,1395.0,1169.0
2506,4.0,4.0,Almería,15313.0,2017,Sociedades_responsabilidad-limitada,4.0,13855293063.9255,764383.039721032,Importe_hipotecas,53648.0,60756.0,79137.0,100574.0,63395.0,55218.0,54463.0,161397.0,109346.0,64817.0,114675.0,66255.0
2507,4.0,4.0,Almería,15313.0,2017,Sociedades_responsabilidad-limitada,4.0,13855293063.9255,764383.039721032,Numero_hipotecas,533.0,511.0,713.0,611.0,711.0,662.0,524.0,626.0,791.0,726.0,824.0,515.0
2508,5.0,5.0,Ávila,2554.0,2017,Sociedades_responsabilidad-limitada,5.0,13966290552.5479,825947.5261177691,Importe_hipotecas,5644.0,9953.0,5413.0,8598.0,6185.0,8805.0,7332.0,3406.0,8994.0,6545.0,7827.0,6345.0
2509,5.0,5.0,Ávila,2554.0,2017,Sociedades_responsabilidad-limitada,5.0,13966290552.5479,825947.5261177691,Numero_hipotecas,87.0,113.0,79.0,66.0,76.0,84.0,96.0,53.0,95.0,84.0,98.0,89.0
2510,6.0,6.0,Badajoz,10710.0,2017,Sociedades_responsabilidad-limitada,6.0,35803975339.5203,1452266.34287763,Importe_hipotecas,132842.0,44680.0,34165.0,29641.0,55736.0,34778.0,27405.0,37356.0,41243.0,40108.0,24720.0,28466.0
2511,6.0,6.0,Badajoz,10710.0,2017,Sociedades_responsabilidad-limitada,6.0,35803975339.5203,1452266.34287763,Numero_hipotecas,610.0,429.0,444.0,382.0,520.0,435.0,314.0,455.0,409.0,439.0,357.0,308.0
2512,7.0,7.0,"Balears, Illes",34168.0,2017,Sociedades_responsabilidad-limitada,7.0,8397658655.339479,1885856.05039272,Importe_hipotecas,264150.0,206651.0,227123.0,174105.0,300946.0,277222.0,279123.0,220866.0,289389.0,193939.0,222455.0,207790.0
2513,7.0,7.0,"Balears, Illes",34168.0,2017,Sociedades_responsabilidad-limitada,7.0,8397658655.339479,1885856.05039272,Numero_hipotecas,1364.0,1180.0,1535.0,895.0,1308.0,1365.0,1423.0,1247.0,1280.0,1061.0,1088.0,952.0
2514,8.0,8.0,Barcelona,166979.0,2017,Sociedades_responsabilidad-limitada,8.0,13892170189.5469,1078129.1918187,Importe_hipotecas,742864.0,787048.0,725512.0,578403.0,773931.0,716581.0,748531.0,734981.0,810622.0,609980.0,789609.0,478835.0
2515,8.0,8.0,Barcelona,166979.0,2017,Sociedades_responsabilidad-limitada,8.0,13892170189.5469,1078129.1918187,Numero_hipotecas,4142.0,3789.0,4741.0,3347.0,4578.0,4226.0,4245.0,3808.0,5011.0,3844.0,4222.0,2607.0
2516,9.0,9.0,Burgos,7404.0,2017,Sociedades_responsabilidad-limitada,9.0,26203492774.134,1530155.70044239,Importe_hipotecas,25210.0,26700.0,32329.0,29804.0,24443.0,20993.0,23892.0,24705.0,27385.0,27755.0,28738.0,23864.0
2517,9.0,9.0,Burgos,7404.0,2017,Sociedades_responsabilidad-limitada,9.0,26203492774.134,1530155.70044239,Numero_hipotecas,275.0,238.0,324.0,377.0,312.0,239.0,216.0,307.0,266.0,259.0,191.0,211.0
2518,10.0,10.0,Cáceres,5891.0,2017,Sociedades_responsabilidad-limitada,10.0,33620075321.1089,1242300.63638205,Importe_hipotecas,17118.0,13579.0,15486.0,7744.0,30604.0,33131.0,13920.0,30120.0,17151.0,17418.0,15368.0,26674.0
2519,10.0,10.0,Cáceres,5891.0,2017,Sociedades_responsabilidad-limitada,10.0,33620075321.1089,1242300.63638205,Numero_hipotecas,216.0,155.0,212.0,109.0,283.0,250.0,144.0,214.0,242.0,152.0,112.0,213.0
2520,11.0,11.0,Cádiz,17668.0,2017,Sociedades_responsabilidad-limitada,11.0,11546868058.7637,895286.367485857,Importe_hipotecas,93168.0,91703.0,143773.0,93267.0,112773.0,151914.0,86377.0,146531.0,107386.0,89290.0,103355.0,73075.0
2521,11.0,11.0,Cádiz,17668.0,2017,Sociedades_responsabilidad-limitada,11.0,11546868058.7637,895286.367485857,Numero_hipotecas,1043.0,694.0,840.0,756.0,1107.0,1035.0,727.0,1033.0,887.0,847.0,1056.0,743.0
2522,12.0,12.0,Castellón/Castelló,14740.0,2017,Sociedades_responsabilidad-limitada,12.0,11396498994.3888,689218.0799780571,Importe_hipotecas,35065.0,72143.0,38389.0,22885.0,31036.0,39264.0,34956.0,31725.0,43630.0,27896.0,39531.0,17295.0
2523,12.0,12.0,Castellón/Castelló,14740.0,2017,Sociedades_responsabilidad-limitada,12.0,11396498994.3888,689218.0799780571,Numero_hipotecas,434.0,433.0,445.0,277.0,435.0,429.0,374.0,394.0,545.0,336.0,411.0,273.0
2524,13.0,13.0,Ciudad Real,9854.0,2017,Sociedades_responsabilidad-limitada,13.0,32784774691.1465,1226477.61440341,Importe_hipotecas,21289.0,28953.0,19920.0,15221.0,21220.0,20496.0,14585.0,24421.0,21068.0,26341.0,17708.0,14924.0
2525,13.0,13.0,Ciudad Real,9854.0,2017,Sociedades_responsabilidad-limitada,13.0,32784774691.1465,1226477.61440341,Numero_hipotecas,260.0,234.0,290.0,221.0,296.0,227.0,181.0,215.0,267.0,228.0,245.0,166.0
2526,14.0,14.0,Córdoba,14390.0,2017,Sociedades_responsabilidad-limitada,14.0,22210490613.4485,1035879.20411489,Importe_hipotecas,51110.0,47528.0,64232.0,51533.0,64463.0,53524.0,54735.0,61376.0,47569.0,57183.0,58937.0,40061.0
2527,14.0,14.0,Córdoba,14390.0,2017,Sociedades_responsabilidad-limitada,14.0,22210490613.4485,1035879.20411489,Numero_hipotecas,661.0,492.0,515.0,588.0,579.0,575.0,479.0,539.0,515.0,427.0,534.0,477.0
2528,15.0,15.0,"Coruña, A",26044.0,2017,Sociedades_responsabilidad-limitada,15.0,14932452746.9961,1672703.78439944,Importe_hipotecas,62161.0,109692.0,59504.0,54899.0,69150.0,61674.0,53426.0,118373.0,51686.0,58973.0,67629.0,53655.0
2529,15.0,15.0,"Coruña, A",26044.0,2017,Sociedades_responsabilidad-limitada,15.0,14932452746.9961,1672703.78439944,Numero_hipotecas,615.0,690.0,595.0,538.0,665.0,673.0,611.0,577.0,632.0,590.0,571.0,510.0
2530,16.0,16.0,Cuenca,4327.0,2017,Sociedades_responsabilidad-limitada,16.0,29155970159.0682,1004195.48622818,Importe_hipotecas,14583.0,6949.0,15367.0,7703.0,7972.0,13169.0,10974.0,11342.0,11366.0,9209.0,4511.0,8137.0
2531,16.0,16.0,Cuenca,4327.0,2017,Sociedades_responsabilidad-limitada,16.0,29155970159.0682,1004195.48622818,Numero_hipotecas,155.0,82.0,144.0,113.0,104.0,163.0,153.0,103.0,107.0,85.0,80.0,112.0
2532,17.0,17.0,Girona,21865.0,2017,Sociedades_responsabilidad-limitada,17.0,10752045126.223,1070140.38049906,Importe_hipotecas,73285.0,74974.0,115810.0,59951.0,85708.0,81357.0,83799.0,99075.0,74583.0,71408.0,55503.0,43899.0
2533,17.0,17.0,Girona,21865.0,2017,Sociedades_responsabilidad-limitada,17.0,10752045126.223,1070140.38049906,Numero_hipotecas,594.0,607.0,754.0,479.0,688.0,698.0,593.0,620.0,590.0,584.0,508.0,369.0
2534,18.0,18.0,Granada,17540.0,2017,Sociedades_responsabilidad-limitada,18.0,20029967206.933,901313.088636386,Importe_hipotecas,76690.0,69138.0,95977.0,63307.0,72612.0,90361.0,66030.0,81856.0,75836.0,73229.0,59860.0,71097.0
2535,18.0,18.0,Granada,17540.0,2017,Sociedades_responsabilidad-limitada,18.0,20029967206.933,901313.088636386,Numero_hipotecas,673.0,727.0,886.0,753.0,839.0,1254.0,717.0,783.0,796.0,789.0,603.0,682.0
2536,19.0,19.0,Guadalajara,3841.0,2017,Sociedades_responsabilidad-limitada,19.0,21341530340.3421,1082690.53386729,Importe_hipotecas,18655.0,28417.0,26864.0,13919.0,41115.0,94453.0,17791.0,36487.0,32572.0,17171.0,20381.0,29687.0
2537,19.0,19.0,Guadalajara,3841.0,2017,Sociedades_responsabilidad-limitada,19.0,21341530340.3421,1082690.53386729,Numero_hipotecas,216.0,174.0,199.0,150.0,199.0,281.0,223.0,235.0,265.0,197.0,180.0,172.0
2538,20.0,20.0,Gipuzkoa,14607.0,2017,Sociedades_responsabilidad-limitada,20.0,3756971201.4628897,476274.62841412204,Importe_hipotecas,112631.0,98195.0,114086.0,126600.0,128187.0,104830.0,94309.0,90065.0,105207.0,62028.0,81629.0,100099.0
2539,20.0,20.0,Gipuzkoa,14607.0,2017,Sociedades_responsabilidad-limitada,20.0,3756971201.4628897,476274.62841412204,Numero_hipotecas,707.0,496.0,682.0,448.0,661.0,657.0,468.0,536.0,545.0,418.0,589.0,393.0
2540,21.0,21.0,Huelva,7589.0,2017,Sociedades_responsabilidad-limitada,21.0,16153285348.281,835365.683870377,Importe_hipotecas,32052.0,33778.0,32621.0,34854.0,34976.0,36684.0,25510.0,36003.0,44457.0,26228.0,45172.0,28776.0
2541,21.0,21.0,Huelva,7589.0,2017,Sociedades_responsabilidad-limitada,21.0,16153285348.281,835365.683870377,Numero_hipotecas,397.0,397.0,426.0,343.0,432.0,439.0,338.0,405.0,519.0,366.0,465.0,302.0
2542,22.0,22.0,Huesca,5310.0,2017,Sociedades_responsabilidad-limitada,22.0,28522889036.2312,1093487.92655755,Importe_hipotecas,24581.0,30620.0,13363.0,21509.0,23891.0,25784.0,17356.0,13953.0,17968.0,13718.0,25616.0,10975.0
2543,22.0,22.0,Huesca,5310.0,2017,Sociedades_responsabilidad-limitada,22.0,28522889036.2312,1093487.92655755,Numero_hipotecas,249.0,355.0,187.0,139.0,254.0,286.0,168.0,170.0,183.0,138.0,211.0,118.0
2544,23.0,23.0,Jaén,8192.0,2017,Sociedades_responsabilidad-limitada,23.0,21780119684.2118,848387.076715209,Importe_hipotecas,37756.0,26703.0,24409.0,30372.0,40697.0,39258.0,24996.0,47538.0,30825.0,30147.0,34337.0,29945.0
2545,23.0,23.0,Jaén,8192.0,2017,Sociedades_responsabilidad-limitada,23.0,21780119684.2118,848387.076715209,Numero_hipotecas,424.0,364.0,375.0,382.0,508.0,485.0,325.0,411.0,426.0,411.0,453.0,331.0
2546,24.0,24.0,León,9610.0,2017,Sociedades_responsabilidad-limitada,24.0,28794563640.7422,1141075.69540809,Importe_hipotecas,22575.0,34509.0,28227.0,15109.0,37256.0,20615.0,20341.0,17818.0,28921.0,19337.0,18612.0,9607.0
2547,24.0,24.0,León,9610.0,2017,Sociedades_responsabilidad-limitada,24.0,28794563640.7422,1141075.69540809,Numero_hipotecas,284.0,284.0,287.0,196.0,340.0,256.0,247.0,240.0,259.0,224.0,208.0,138.0
2548,25.0,25.0,Lleida,11762.0,2017,Sociedades_responsabilidad-limitada,25.0,22090712889.8223,1149186.28726613,Importe_hipotecas,24282.0,32952.0,27278.0,18857.0,25667.0,30335.0,23332.0,22427.0,25035.0,27153.0,23292.0,31095.0
2549,25.0,25.0,Lleida,11762.0,2017,Sociedades_responsabilidad-limitada,25.0,22090712889.8223,1149186.28726613,Numero_hipotecas,294.0,310.0,290.0,210.0,283.0,327.0,295.0,227.0,234.0,237.0,240.0,226.0
2550,26.0,26.0,"Rioja, La",6873.0,2017,Sociedades_responsabilidad-limitada,26.0,9220827614.74902,780721.292206845,Importe_hipotecas,26779.0,25946.0,24089.0,16988.0,24018.0,17756.0,43643.0,17830.0,25281.0,23571.0,21186.0,19994.0
2551,26.0,26.0,"Rioja, La",6873.0,2017,Sociedades_responsabilidad-limitada,26.0,9220827614.74902,780721.292206845,Numero_hipotecas,266.0,239.0,306.0,188.0,283.0,402.0,295.0,238.0,493.0,330.0,226.0,220.0
2552,27.0,27.0,Lugo,7187.0,2017,Sociedades_responsabilidad-limitada,27.0,18447358220.0669,987981.96377954,Importe_hipotecas,14242.0,16661.0,13422.0,11035.0,8366.0,22842.0,21086.0,13109.0,12189.0,19971.0,10112.0,3948.0
2553,27.0,27.0,Lugo,7187.0,2017,Sociedades_responsabilidad-limitada,27.0,18447358220.0669,987981.96377954,Numero_hipotecas,179.0,189.0,194.0,147.0,84.0,247.0,132.0,171.0,158.0,153.0,125.0,51.0
2554,28.0,28.0,Madrid,232156.0,2017,Sociedades_responsabilidad-limitada,28.0,13901299004.0898,997240.028194125,Importe_hipotecas,1404383.0,1440522.0,1162658.0,1190212.0,1860802.0,1407849.0,1173087.0,1284008.0,1603660.0,1663146.0,1354097.0,1015187.0
2555,28.0,28.0,Madrid,232156.0,2017,Sociedades_responsabilidad-limitada,28.0,13901299004.0898,997240.028194125,Numero_hipotecas,6592.0,6299.0,6023.0,4676.0,7038.0,7645.0,5792.0,5740.0,7100.0,7147.0,6265.0,4936.0
2556,29.0,29.0,Málaga,43927.0,2017,Sociedades_responsabilidad-limitada,29.0,11424758604.5872,780458.06915762,Importe_hipotecas,210996.0,241729.0,230631.0,248432.0,285160.0,254792.0,248499.0,264405.0,285363.0,263025.0,390306.0,189769.0
2557,29.0,29.0,Málaga,43927.0,2017,Sociedades_responsabilidad-limitada,29.0,11424758604.5872,780458.06915762,Numero_hipotecas,1683.0,1635.0,1796.0,1570.0,1809.0,2058.0,1917.0,2565.0,1884.0,1999.0,1714.0,1372.0
2558,30.0,30.0,Murcia,33719.0,2017,Sociedades_responsabilidad-limitada,30.0,18250070913.3211,924896.652056495,Importe_hipotecas,94274.0,98986.0,85071.0,64427.0,79655.0,110994.0,84274.0,71693.0,109396.0,72546.0,81852.0,65589.0
2559,30.0,30.0,Murcia,33719.0,2017,Sociedades_responsabilidad-limitada,30.0,18250070913.3211,924896.652056495,Numero_hipotecas,1054.0,1095.0,1017.0,713.0,1051.0,1110.0,959.0,939.0,1174.0,828.0,880.0,775.0
2560,31.0,31.0,Navarra,13799.0,2017,Sociedades_responsabilidad-limitada,31.0,19290430805.6213,1124671.5864665,Importe_hipotecas,74009.0,82681.0,83532.0,35615.0,96979.0,56866.0,47629.0,67225.0,63798.0,45262.0,50080.0,52231.0
2561,31.0,31.0,Navarra,13799.0,2017,Sociedades_responsabilidad-limitada,31.0,19290430805.6213,1124671.5864665,Numero_hipotecas,597.0,440.0,539.0,358.0,525.0,515.0,445.0,567.0,431.0,408.0,361.0,341.0
2562,32.0,32.0,Ourense,7096.0,2017,Sociedades_responsabilidad-limitada,32.0,13264171450.1428,808496.1696782409,Importe_hipotecas,9313.0,7523.0,6959.0,8100.0,14093.0,12279.0,9899.0,12802.0,10765.0,9379.0,9852.0,8874.0
2563,32.0,32.0,Ourense,7096.0,2017,Sociedades_responsabilidad-limitada,32.0,13264171450.1428,808496.1696782409,Numero_hipotecas,126.0,116.0,105.0,80.0,141.0,137.0,99.0,163.0,127.0,116.0,90.0,117.0
2564,33.0,33.0,Asturias,18184.0,2017,Sociedades_responsabilidad-limitada,33.0,20019595252.5254,1234891.11505138,Importe_hipotecas,73539.0,205713.0,102667.0,51824.0,63298.0,72540.0,55486.0,60890.0,85276.0,68001.0,72485.0,66822.0
2565,33.0,33.0,Asturias,18184.0,2017,Sociedades_responsabilidad-limitada,33.0,20019595252.5254,1234891.11505138,Numero_hipotecas,776.0,723.0,735.0,511.0,763.0,795.0,652.0,731.0,688.0,646.0,698.0,521.0
2566,34.0,34.0,Palencia,3035.0,2017,Sociedades_responsabilidad-limitada,34.0,14760770924.6606,970566.905500649,Importe_hipotecas,7365.0,8454.0,9975.0,5948.0,7976.0,8563.0,10997.0,10196.0,7814.0,11027.0,6234.0,4781.0
2567,34.0,34.0,Palencia,3035.0,2017,Sociedades_responsabilidad-limitada,34.0,14760770924.6606,970566.905500649,Numero_hipotecas,84.0,89.0,93.0,80.0,115.0,108.0,85.0,87.0,80.0,89.0,95.0,72.0
2568,35.0,35.0,"Palmas, Las",26471.0,2017,Sociedades_responsabilidad-limitada,35.0,5250341373.94092,1059425.57153025,Importe_hipotecas,90488.0,69271.0,87289.0,63278.0,206194.0,139397.0,83393.0,147792.0,86769.0,117151.0,86323.0,91569.0
2569,35.0,35.0,"Palmas, Las",26471.0,2017,Sociedades_responsabilidad-limitada,35.0,5250341373.94092,1059425.57153025,Numero_hipotecas,785.0,685.0,815.0,589.0,946.0,1238.0,917.0,793.0,838.0,747.0,731.0,703.0
2570,36.0,36.0,Pontevedra,24890.0,2017,Sociedades_responsabilidad-limitada,36.0,8246811088.907709,1089081.49719412,Importe_hipotecas,51024.0,53626.0,48176.0,34729.0,55349.0,48825.0,44008.0,60624.0,49106.0,53120.0,45105.0,37519.0
2571,36.0,36.0,Pontevedra,24890.0,2017,Sociedades_responsabilidad-limitada,36.0,8246811088.907709,1089081.49719412,Numero_hipotecas,551.0,606.0,544.0,388.0,558.0,506.0,448.0,541.0,528.0,477.0,448.0,415.0
2572,37.0,37.0,Salamanca,6839.0,2017,Sociedades_responsabilidad-limitada,37.0,21576649161.0889,949093.601585701,Importe_hipotecas,20958.0,26365.0,23633.0,17934.0,23035.0,20807.0,24314.0,18214.0,16759.0,29932.0,20287.0,20596.0
2573,37.0,37.0,Salamanca,6839.0,2017,Sociedades_responsabilidad-limitada,37.0,21576649161.0889,949093.601585701,Numero_hipotecas,212.0,203.0,211.0,167.0,239.0,364.0,279.0,170.0,180.0,211.0,170.0,191.0
2574,38.0,38.0,Santa Cruz de Tenerife,23901.0,2017,Sociedades_responsabilidad-limitada,38.0,4370210415.83691,964270.952057753,Importe_hipotecas,76208.0,60407.0,57233.0,57239.0,90832.0,68815.0,82525.0,72266.0,73920.0,110595.0,62704.0,118326.0
2575,38.0,38.0,Santa Cruz de Tenerife,23901.0,2017,Sociedades_responsabilidad-limitada,38.0,4370210415.83691,964270.952057753,Numero_hipotecas,929.0,769.0,746.0,759.0,636.0,803.0,643.0,920.0,714.0,580.0,659.0,1275.0
2576,39.0,39.0,Cantabria,10534.0,2017,Sociedades_responsabilidad-limitada,39.0,10025234336.8828,1030723.27314431,Importe_hipotecas,50156.0,53361.0,49519.0,46218.0,39922.0,34714.0,33180.0,40962.0,46655.0,45116.0,44042.0,26624.0
2577,39.0,39.0,Cantabria,10534.0,2017,Sociedades_responsabilidad-limitada,39.0,10025234336.8828,1030723.27314431,Numero_hipotecas,473.0,702.0,460.0,380.0,399.0,368.0,338.0,374.0,405.0,423.0,439.0,309.0
2578,40.0,40.0,Segovia,2803.0,2017,Sociedades_responsabilidad-limitada,40.0,12228511132.8375,682490.780198299,Importe_hipotecas,7543.0,9021.0,12278.0,8290.0,6852.0,7497.0,9705.0,13736.0,10718.0,6907.0,8580.0,7815.0
2579,40.0,40.0,Segovia,2803.0,2017,Sociedades_responsabilidad-limitada,40.0,12228511132.8375,682490.780198299,Numero_hipotecas,83.0,95.0,112.0,94.0,91.0,83.0,83.0,106.0,114.0,80.0,68.0,76.0
2580,41.0,41.0,Sevilla,40540.0,2017,Sociedades_responsabilidad-limitada,41.0,22302112098.7773,1151383.07981696,Importe_hipotecas,148680.0,134714.0,211818.0,177464.0,162499.0,166894.0,129145.0,153712.0,204002.0,114013.0,146167.0,117105.0
2581,41.0,41.0,Sevilla,40540.0,2017,Sociedades_responsabilidad-limitada,41.0,22302112098.7773,1151383.07981696,Numero_hipotecas,1384.0,1194.0,1381.0,1083.0,1354.0,1473.0,1190.0,1151.0,1827.0,1097.0,1393.0,870.0
2582,42.0,42.0,Soria,1647.0,2017,Sociedades_responsabilidad-limitada,42.0,18457978154.5591,887721.466661127,Importe_hipotecas,10159.0,3752.0,3163.0,9729.0,3967.0,11232.0,2424.0,6609.0,11552.0,5172.0,6870.0,4031.0
2583,42.0,42.0,Soria,1647.0,2017,Sociedades_responsabilidad-limitada,42.0,18457978154.5591,887721.466661127,Numero_hipotecas,64.0,52.0,41.0,65.0,65.0,100.0,34.0,37.0,25.0,41.0,44.0,29.0
2584,43.0,43.0,Tarragona,17095.0,2017,Sociedades_responsabilidad-limitada,43.0,11107383509.1959,934594.116306717,Importe_hipotecas,58522.0,40326.0,67813.0,45146.0,63321.0,61504.0,57161.0,66109.0,87414.0,114235.0,58113.0,56062.0
2585,43.0,43.0,Tarragona,17095.0,2017,Sociedades_responsabilidad-limitada,43.0,11107383509.1959,934594.116306717,Numero_hipotecas,601.0,500.0,563.0,422.0,646.0,703.0,527.0,618.0,628.0,532.0,605.0,582.0
2586,44.0,44.0,Teruel,2921.0,2017,Sociedades_responsabilidad-limitada,44.0,25764193799.5302,1167749.0880056003,Importe_hipotecas,8296.0,11461.0,6232.0,5216.0,5570.0,7887.0,8844.0,6938.0,17677.0,12253.0,6366.0,6658.0
2587,44.0,44.0,Teruel,2921.0,2017,Sociedades_responsabilidad-limitada,44.0,25764193799.5302,1167749.0880056003,Numero_hipotecas,155.0,198.0,89.0,46.0,61.0,69.0,49.0,27.0,62.0,97.0,70.0,73.0
2588,45.0,45.0,Toledo,14467.0,2017,Sociedades_responsabilidad-limitada,45.0,26065010226.1974,1233071.99926331,Importe_hipotecas,46943.0,43647.0,49229.0,34637.0,51416.0,47532.0,110633.0,59621.0,36637.0,36183.0,48132.0,39339.0
2589,45.0,45.0,Toledo,14467.0,2017,Sociedades_responsabilidad-limitada,45.0,26065010226.1974,1233071.99926331,Numero_hipotecas,577.0,483.0,511.0,447.0,523.0,494.0,522.0,539.0,399.0,441.0,459.0,407.0
